asin,location_and_date,rating,text,title,verified
B09G91LXFP,"Reviewed in the United States on August 14, 2023",5.0,"I love my Apple mini, but my first one was so old that it no longer updated and was 4.6 updates behind. When the newest",Its Apple!,True
B09G91LXFP,"Reviewed in the United States on September 9, 2023",4.0,Performance and durability is as expected. Worth every penny!,Good enough,True
B09G91LXFP,"Reviewed in the United States on September 24, 2023",5.0,.,Great product!,True
B09G91LXFP,"Reviewed in the United States on July 29, 2023",5.0,"If you’re worried this iPad is too small, it’s not. The weight is perfect if you want to read a lot on your tablet. Admittedly,",I really do love it!,True
B09G91LXFP,"Reviewed in the United States on September 14, 2023",5.0,Apple has never let me down. I am Apple all the way,Apple is the best,True
B09G91LXFP,"Reviewed in the United States on December 28, 2022",5.0,"Steve Jobs would be proud! Honestly, I love this and the iPhone mini. I have really small hands and both devices are comfortable to use.I",Best iPad Ever!,True
B09G91LXFP,"Reviewed in the United States on August 27, 2023",5.0,"Needed one that does it all, but just wish more storage was affordable. The ability to use 2nd gen Apple Pencil is nice too though!",Stunning first iPad!,True
B09G91LXFP,"Reviewed in the United States on August 13, 2023",5.0,"This is my third mini IPad, the previous two of much earlier generations. It is responsive, has sharp images and excellent readability. Given the power",It's Still an Apple Winner,True
B09G91LXFP,"Reviewed in the United States on September 11, 2023",5.0,really like the size to hold in one hand,small size is sweet spot between phone and a full size tablet,True
B09G91LXFP,"Reviewed in the United States on September 11, 2023",5.0,Love the size as I take this with me for work and travel.,It’s an Apple,True
B09G9CJM1Z,"Reviewed in the United States on October 20, 2023",5.0,"Apple is the best line of products for me. It is dependable, user friendly, and has a superb customer service Dept.",Couldn't beat Apple's dependability and Amazon's price.,True
B09G9CJM1Z,"Reviewed in the United States on August 31, 2023",5.0,My 5 year old iPad was ready to give up the ghost so after some research decided to buy the 9th gen. instead of the,Best value in an iPad at this time,True
B09G9CJM1Z,"Reviewed in the United States on October 10, 2023",5.0,"This 9th gen iPad is the best value for money, at around two hundred fifty bucks on sale.If you're willing to spend about twice as",Best budget/value for money iPad,True
B09G9CJM1Z,"Reviewed in the United States on October 18, 2023",5.0,Excellent IPad. Fast shipping. The only problem I had was transferring everything from my old IPad to my new one. Mostly because of my age,Apple Ipad,True
B09G9CJM1Z,"Reviewed in the United States on October 9, 2023",5.0,"I love this iPad. I used to have the iPad Mini, because I liked the portable size, like a book, but now I'm happy with","Great price, great product!",True
B09G9CJM1Z,"Reviewed in the United States on October 20, 2023",5.0,Bought this as a gift for my mom for Mother’s Day and she is very happy with it. She used to watch series and movie,Mom loves it!,True
B09G9CJM1Z,"Reviewed in the United States on November 3, 2023",5.0,This version is a welcome upgrade for me from 7th generation. Works very well for me and great value!,Love my IPad!,True
B09G9CJM1Z,"Reviewed in the United States on October 13, 2023",5.0,"My wife's old ipad was from 2013- ten years old! So naturally this is faster, but wow! She is thrilled.",SO MUCH FASTER,True
B09G9CJM1Z,"Reviewed in the United States on November 15, 2023",5.0,Got a fantastic price for this IPAD as I was using the 7th generation. Great battery life also! Highly recommend!,Great IPAD for a Great price,True
B09G9CJM1Z,"Reviewed in the United States on October 15, 2023",5.0,I’m not sure if it’s apple refresh or brand new. But a great deal and even better I pad.,Awesome,True
B0BJLFC67L,"Reviewed in the United States on February 6, 2023",5.0,EVERYONE AT WORK USES AN I PAD SO THEY DONT HAVE TO CARRY AROUND BRIEFCASES OF PAPER WITH ALL OUR LEADS ECT IM IT. MY,LOVE IT BEEN WANTING ONE FOR A WHILE AND MY UNCLE ORDERED FOR ME FOR CHRISTMAS,True
B0BJLFC67L,"Reviewed in the United States on August 23, 2023",5.0,Awesomeness and loving the new connectivity to external peripherals aka flatscreen tv; I run solely on cellular data.,upgrade from iPad Air 2 RIP,True
B0BJLFC67L,"Reviewed in the United States on August 20, 2023",5.0,Muy buena experiencia con mi nueva IPad 6ta generación pro,Buena compra,True
B0BJLFC67L,"Reviewed in the United States on August 21, 2023",5.0,"Fast iPad, works great",iPad 2022,True
B0BJLFC67L,"Reviewed in the United States on August 22, 2023",5.0,Good product,All good,True
B0BJLFC67L,"Reviewed in the United States on August 8, 2023",5.0,My fifth iPad and this one is a rocket. Wow!,Fast!,True
B0BJLFC67L,"Reviewed in the United States on July 1, 2023",5.0,"I bought this item for my daughter's graduation, it was too big so I bought her a 10.9 for her and kept the 12.9... I",I'm a iPad fan now!,True
B0BJLFC67L,"Reviewed in the United States on October 2, 2023",3.0,No Original accessories for 50-60$ less price then new one !iPad had no scratches tho !,Does not come with orignal accessories !,True
B0BJLFC67L,"Reviewed in the United States on February 9, 2023",5.0,I’ve been an Apple user since the early 90s. Im super happy with the new ipad M2. Was everything I expected.. Im a published photographer,Lightning Fast M2!!!!,True
B0BJLFC67L,"Reviewed in the United States on August 18, 2023",5.0,Love it.,Great,True
B09G91LXFP,"Reviewed in the United States on July 23, 2023",4.0,"The iPad mini 6 is an excellent device with powerful performance and portability, suitable for everyday use and entertainment. Its new design and updated processor",worth,True
B09G91LXFP,"Reviewed in the United States on July 15, 2023",5.0,"The Mimi is small and fast, lightweight and easy to operate even for a senior. It fits well in my case and in my bag.I",This is an amazing little tablet,True
B09G91LXFP,"Reviewed in the United States on August 14, 2023",5.0,I watch sports and my wife doesn’t so i bought her a tablet so she can watch whatever she likes. We loaded up the right,Perfect bedside,True
B09G91LXFP,"Reviewed in the United States on August 18, 2023",4.0,Don't get suckered by the marketing. There is no Apple pencil in the box.,NO pencil,True
B09G91LXFP,"Reviewed in the United States on July 20, 2023",5.0,"always thought that the screen of iPhone is too small, so I got this and loved it. Bigger screen with slightly heavier weight makes it",Apple product is just worth it,True
B09G91LXFP,"Reviewed in the United States on September 12, 2023",5.0,Good,Timely delivery,True
B09G91LXFP,"Reviewed in the United States on August 30, 2023",5.0,Works so much faster than my mini 4,Size and response,True
B09G91LXFP,"Reviewed in the United States on August 24, 2023",5.0,Replaced an older iPad mini. Nice to have one that is up to date and it's faster.,Works fine screen is great,True
B09G91LXFP,"Reviewed in the United States on May 16, 2022",4.0,"Okay, I admit it, I still own and use my iPad mini 2nd generation device but unfortunately these days many of my apps are demanding",Nice update for the iPad mini but more would be better,True
B09G9CJM1Z,"Reviewed in the United States on November 19, 2023",5.0,"Love everything about it EXCEPT the battery, it only lasts a couple of hours before you have to recharge it",Crisp clear pictures,True
B09G9CJM1Z,"Reviewed in the United States on September 22, 2023",5.0,This was gift to myself. This is my first iPad. I have not put it down since it delivered two days ago!! The wide screen,Easy access across devices,True
B09G9CJM1Z,"Reviewed in the United States on September 25, 2023",5.0,I purchased this IPad tablet for the Point of Sale in my wife's store. As her very inexpensive IT guy my research indicated it will,Good Value,True
B09G9CJM1Z,"Reviewed in the United States on November 10, 2023",5.0,This is my fourth refurbished one. I’m an apple person. This one is nice and I use it every day. I’ve never had a problem,iPad 9th generation,True
B09G9CJM1Z,"Reviewed in the United States on November 8, 2023",5.0,Love being able to use my apps on a larger screen. Playing games and watching movies is amazing!,Good for my diminishing eyesight,True
B09G9CJM1Z,"Reviewed in the United States on October 20, 2023",4.0,"So far I am very pleased with this tablet. However, I wish it had the Face ID feature found in higher-end models. Overall, the 9th",Nice Tablet,True
B09G9CJM1Z,"Reviewed in the United States on October 8, 2023",5.0,I was a little skeptical about buying an iPad from Amazon but I am really glad I did. It came in great condition and considering,IPAD,True
B09G9CJM1Z,"Reviewed in the United States on September 19, 2023",5.0,"I always loved ipad, and this one definitely is the best you can get for the money you pay, good battery life, good screen performance",Best value,True
B0BJLFC67L,"Reviewed in the United States on July 29, 2023",5.0,Case is easy to install and offers good protection. Like the magnetic feature for holding stylus. Would recommend and buy again.,Good value,True
B0BJLFC67L,"Reviewed in the United States on August 6, 2023",5.0,Wow ! Love it! Big beautiful screen,Apple I-Pad Pro,True
B0BJLFC67L,"Reviewed in the United States on January 26, 2023",4.0,Bought this tablet for classes. I chose WiFi and cellular for those days with power outages that I can use data to continue my classes.,Good but…,True
B0BJLFC67L,"Reviewed in the United States on June 23, 2023",5.0,"Cheap iPad for kids. It’s an iPad. They are currently still updating them. It’s just for video watching, some small games, etc. Great for a",iPad for kids,True
B0BJLFC67L,"Reviewed in the United States on August 11, 2023",5.0,IT WORKS,THAT IT WORKS,True
B0BJLFC67L,"Reviewed in the United States on June 26, 2023",5.0,After so much research and thinking about what I wanted I finally took the plunge and bought this one and am extremely happy with it.,Perfection.  A plus,True
B0BJLFC67L,"Reviewed in the United States on June 12, 2023",5.0,Seller and ipad is great but apple is having trouble with this ipad after a couple weeks it won’t power on. But apple had be,iPad,True
B0BJLFC67L,"Reviewed in the United States on August 12, 2023",5.0,Playing games,The large screen was great,True
B0BJLFC67L,"Reviewed in the United States on January 28, 2023",5.0,I ordered this to replace my last one as it fell from my bike and was ran over by vehicles. This is the latest one,Exactly what I ordered as described.,True
B0BJLFC67L,"Reviewed in the United States on July 6, 2023",5.0,Bought for my wife. She loves it and I have to admit it is the best tablet I have seen. Not cheap but it seems,Great Ipad,True
B09G9CJM1Z,"Reviewed in the United States on September 29, 2023",5.0,I've never had an iPad before so I'm new at it. I like the size of the screen and it's clarity. Only problem I had,Works for me,True
B09G9CJM1Z,"Reviewed in the United States on October 7, 2023",4.0,"The display really doesn't look great by today's standards and the screen-to-body ratio is ridiculously low. And the price isn't cheap, I think this ipad","Expected, except that the display isn't too good",True
B09G9CJM1Z,"Reviewed in the United States on November 10, 2023",5.0,I received my iPad brand new and in perfect condition. Great buy for improving my productivity at work.,Perfect!!!!,True
B09G9CJM1Z,"Reviewed in the United States on November 13, 2023",5.0,The media could not be loaded. my husband bought me this iPad after telling him I been wanting one! He surprised me with overnight shipping,I LOVE IT!!!,True
B09G9CJM1Z,"Reviewed in the United States on October 27, 2023",5.0,"For $249 each we bought two of these, replacing our existing7 and 5 year-old units. Great value!",What a buy!,True
B09G9CJM1Z,"Reviewed in the United States on September 29, 2023",5.0,I had 2 Apple mini iPads that were old and not working that great anymore. I bought the iPad because the price was good and,So Far So Good,True
B09G9CJM1Z,"Reviewed in the United States on October 18, 2023",5.0,I just found out my heart isn't doing well so I decided I wanted to try Apple products and Wow I love my iPhone 11,Great product for the price,True
B09G9CJM1Z,"Reviewed in the United States on October 6, 2023",5.0,I bought it for specific uses and it is holding up so smoothly. Doesn’t slow down doesn’t hiccup when loading something and is a total,Smooth tablet,True
B09G9CJM1Z,"Reviewed in the United States on October 14, 2023",5.0,Came in original box in amazing condition! Will be purchasing 3 more for my kids for christmas,Like brand new,True
B09G9CJM1Z,"Reviewed in the United States on October 18, 2023",5.0,Love the options love the increase battery life charges easily great performance great quality for the price,Nice size 10.2,True
B0BJLFC67L,"Reviewed in the United States on July 20, 2023",5.0,"It’s an iPad Pro, wut more is there to say, iykyk",Very nice tablet,True
B0BJLFC67L,"Reviewed in the United States on August 3, 2023",5.0,Cool,Cool,True
B0BJLFC67L,"Reviewed in the United States on July 3, 2023",5.0,"This is the best Apple ipad yet! It’s totally amazing, all that it does to save time, and ease of using!",The Best Yet,True
B0BJLFC67L,"Reviewed in the United States on July 19, 2023",5.0,Great product. Fast delivery. So glad I bought it,I like this ipad very much,True
B0BJLFC67L,"Reviewed in the United States on July 5, 2023",5.0,Make payments and deposit to her account and read the email and text,My wife love it and it is easy to use thanks,True
B0BJLFC67L,"Reviewed in the United States on July 1, 2023",5.0,El iPad es todo lo que un amante de las tablets que desea usarla en momentos como la mejor tablet del mercado pueden pedir.,Posiblemente el mejor dispositivo portátil que he comprado,True
B0BJLFC67L,"Reviewed in the United States on June 22, 2023",5.0,"Cumple su función, aunque la batería y la memoria es limitante, recomiendo mayor o igual a 512GB, si vas a usar la tablet para diseño.",Buen equipo,True
B0BJLFC67L,"Reviewed in the United States on January 18, 2023",5.0,"Had to order it twice, the first one sent was an 11 and 4th generation 128 mb I ordered 12.9 256 mb 6th generation which",Very Nice-My Wife is happy,True
B0BJLFC67L,"Reviewed in the United States on December 20, 2022",5.0,"I was going back and forth a lot, wondering if I should get the 12.9in or not, because the reviews of its size are so",I Love this Thing!,True
B09G91LXFP,"Reviewed in the United States on July 24, 2023",4.0,Works great it's an expensive apple hopefully you get what you pay for,Still working after warranty,True
B09G91LXFP,"Reviewed in the United States on August 12, 2023",4.0,The products are good and timely,Good Product,True
B09G91LXFP,"Reviewed in the United States on July 30, 2023",5.0,"Love my mini iPad, will be using it to watch videos. It has a great camera also.",Beautiful Table,True
B09G91LXFP,"Reviewed in the United States on May 25, 2023",4.0,It’s just a replica of my iPhone 11 not really many features I’ve discovered yet. I’m waiting for my pencil to come in and put,Love it.,True
B09G91LXFP,"Reviewed in the United States on August 24, 2023",5.0,Easy to set up. Very happy with purchase.,Works well.  Great price.,True
B09G91LXFP,"Reviewed in the United States on July 9, 2023",5.0,I know apple will come out with a new iPad mini but this is a solid purchase. I’ve been looking for a new tablet for,Good purchase,True
B09G91LXFP,"Reviewed in the United States on July 21, 2023",5.0,"Nada que decir del mini ipad, divino, potente, siempre con innovaciones que superan al modelo anterior. Impecable. ❤️ Tres estrellas por campeón",Divino,True
B09G91LXFP,"Reviewed in the United States on August 13, 2023",5.0,Well what a nice 77th birthday present to myself. Easy to hold and read books and surf. I got an amazing amazon prime day deal,Happy Birthday to me!,True
B09G91LXFP,"Reviewed in the United States on August 26, 2023",5.0,Excellent product. Easy to use,Easy to set up and transfer data,True
B09G9CJM1Z,"Reviewed in the United States on October 23, 2023",4.0,"This iPad is excellent, larger than expected. Easy to use, great price. If you hope to split the audio left and right, you'll need to",Great price but no headphone jack,True
B09G9CJM1Z,"Reviewed in the United States on October 25, 2023",3.0,"I thought it would be nice to have a tablet for reading and art, so after some research I found that this iPad would make",Locked Out of Device After Opting Not to Make a Password - Edit - Amazon Support Helped!,True
B09G9CJM1Z,"Reviewed in the United States on October 13, 2023",5.0,A great little device that was a great upgrade from my iPad Air 2. Bigger screen and more responsive. The headphone jack is a huge,"Great Device, last version with headphone jack",True
B09G9CJM1Z,"Reviewed in the United States on October 26, 2023",5.0,"Producto completamente nuevo y sin daños, embalado perfecto que hasta la caja esta en perfectas condiciones.",En perfectas condiciones,True
B09G9CJM1Z,"Reviewed in the United States on August 5, 2023",5.0,My previous iPad still operates [testimony to Apple’s amazing quality] but it is so old (2012 3rd Gen) it will only run a couple of,Rekindled My Fondness for Apple iPad,True
B09G9CJM1Z,"Reviewed in the United States on September 24, 2023",4.0,"Being a Windows/Android user, the iPad takes some getting used to.After some internet searches, I was able to familiarize myself with its nuances.I use it",Not Bad After All,True
B09G9CJM1Z,"Reviewed in the United States on March 26, 2023",5.0,"I have had my iPad 9th Generation 64GB Wi-Fi since the end of November, 2022. It has been about 5 months. I upgraded from an","Apple does it again, the best of Apple in a great price!",True
B09G9CJM1Z,"Reviewed in the United States on August 13, 2023",5.0,Has lots of storage for all my toddlers games. Easy to find and has a very large bulky size but hey she doesn’t carry it,Great product at a great price,True
B09G9CJM1Z,"Reviewed in the United States on October 9, 2023",5.0,Easy to hookup to the internet via wifi. No USB ports. I've yet to try the charge port as a USB. Powers up fast. Stays,Works 100%,True
B09G9CJM1Z,"Reviewed in the United States on November 15, 2023",5.0,"Not to large but big enough for an old guy to see! Lightweight, images very clear.",Views are excellent,True
B0BJLFC67L,"Reviewed in the United States on July 7, 2023",5.0,"Nice iPad, not not practical for the price.",Battery does not last as long as it should for the price of the item.,True
B0BJLFC67L,"Reviewed in the United States on January 17, 2023",4.0,Screen is beautiful. And this iPad definitely charges faster than my previous. The only design flaw is that the volume up/down buttons change when you,Amazing! Except the volume button!,True
B0BJLFC67L,"Reviewed in the United States on June 9, 2023",5.0,"Great purchase, does what I need big enough to see and not too big to be bulky to carry every where.",Functional,True
B0BJLFC67L,"Reviewed in the United States on April 27, 2023",5.0,"so happy with my ipad! 😊 very skeptical at first bc i’m not used to buying electronics online, especially this being my first expensive electronic",i love my ipad!,True
B0BJLFC67L,"Reviewed in the United States on May 25, 2023",5.0,"The graphics are amazing, processing speed lightening fast. I am so impressed with how long my new iPad 12.9 holds a charge with heavy gaming",Excellent iPad,True
B0BJLFC67L,"Reviewed in the United States on June 28, 2023",5.0,Display is amazing. Uses USB C to charge.,Nice!,True
B0BJLFC67L,"Reviewed in the United States on May 4, 2023",5.0,"I was able to copy my other tablet,…1st time….but can’t get the money for buying stuff while playing games. Spent hours trying, finally gave up.",Not sure,True
B0BJLFC67L,"Reviewed in the United States on August 8, 2023",3.0,The item did not include magic keyboard and pen per the ad. Very disappointed!!,IPAD PRO,True
B0BJLFC67L,"Reviewed in the United States on May 22, 2023",5.0,Synching my Series 2 iPad to this new one could not have been easier.,Apple iPad has never been better!,True
B0BJLFC67L,"Reviewed in the United States on May 11, 2023",5.0,"It’s great for people that have bad eye sight, I love it. The battery does die quickly but that’s my only complaint.",Spend the money!,True
B09G91LXFP,"Reviewed in the United States on August 11, 2023",5.0,I use this mini everyday. makes my tasks easier and has great battery life. A lot less weight and size than the ipad 9th gen,excellent ipad mini without the bulk of a full ipad,True
B09G91LXFP,"Reviewed in the United States on July 13, 2023",5.0,I live the removal of the home button where they moved biometric scanner to the power button. It's more natural. Easier to use. It's an,"What can I say, it's an iPad",True
B09G91LXFP,"Reviewed in the United States on July 17, 2022",5.0,"If you want a through review of the iPad Mini, I highly suggest watching review videos on YouTube. This review is just based on my",It's Apple and Apple usually means quality.,True
B09G91LXFP,"Reviewed in the United States on May 18, 2022",5.0,My order was shipped out quickly and actually arrived before the expected delivery date. It was packed safely and secure and arrived in perfect condition,Amazing product that is definitely worth buying! Extremely happy with my new iPad!,True
B09G91LXFP,"Reviewed in the United States on August 12, 2023",5.0,This was a great upgrade from my older Mini. The screen and response were significantly better than my older Mini.,Sharp screen and excellent WiFi connectivity,True
B09G91LXFP,"Reviewed in the United States on August 6, 2023",5.0,"Purchased 2 for my daycare. They work perfectly, I got a great price during the July sale days. My kids love playing on the these.",Perfect!!,True
B09G91LXFP,"Reviewed in the United States on June 29, 2023",5.0,"As a full time student and working a full time job. Time is money, this saves time.Keep me organized in both school and work (notes)Best",Best tool for school,True
B09G91LXFP,"Reviewed in the United States on July 4, 2023",5.0,"New features were great, but my wife had difficulty adjusting, so had to return. If it had been for me, there would’ve been no problem",Can’t be an Apple product,True
B09G91LXFP,"Reviewed in the United States on August 3, 2023",5.0,Awesome for someone who wants a tablet without the size.,Perfect size,True
B09G91LXFP,"Reviewed in the United States on April 9, 2023",4.0,I have both an iPad Air and the Mini and this is usually my goto device. Bought the Mini around release and is still sees,The best form factor,True
B09G91LXFP,"Reviewed in the United States on July 18, 2023",4.0,Ipad is great but the seller sent the wrong color💀💀,Sent wrong color😕,True
B09G91LXFP,"Reviewed in the United States on March 13, 2022",5.0,"This has to be my favorite tablet in quite a long time - I enjoy the small form factor, rounded edges and quick charging! Incredibly",Love the screen and size! Powerful and Portable!,True
B09G91LXFP,"Reviewed in the United States on November 19, 2023",3.0,No GPS.Battery does not last,No gps,True
B09G91LXFP,"Reviewed in the United States on July 16, 2023",5.0,"Yo hubiera dado más dinero con tal de tener una pantalla amoled, pero el tamaño,las cámaras, la batería, sonido y el rendimiento en general son",Solo le falto una cosa.,True
B09G91LXFP,"Reviewed in the United States on August 8, 2023",5.0,Great I-Pad.,VERY PLEASED,True
B09G91LXFP,"Reviewed in the United States on August 9, 2023",5.0,"Love this tablet, it's my first Apple product, love the size. Shipping was fast and secure, they ask for a password at delivery",Purple Mini,True
B09G91LXFP,"Reviewed in the United States on August 2, 2023",5.0,Nice step up from the 5th gen Mini,Recommended,True
B09G91LXFP,"Reviewed in the United States on July 6, 2023",5.0,It's Apple so that means exceptional build quality and appearance. Works just like my larger iPads and integrates with all my Apple devices. So easy,Superb tablet,True
B09G91LXFP,"Reviewed in the United States on August 13, 2023",5.0,Great price for this,Great price,True
B09G91LXFP,"Reviewed in the United States on July 29, 2023",5.0,Easy to transfer data from older iPad and work great,Easy,True
